OrderID,OrderDate,ShipDate,DeliveryDate,Year,Quarter,Month,MonthName,WeekNumber,DayOfWeek,CustomerID,CustomerName,Segment,Region,Country,SalesChannel,ProductID,Category,SubCategory,UnitPrice,Quantity,Discount,GrossSales,DiscountAmount,NetSales,COGS,GrossProfit,ProfitMargin,ShippingCost,Tax,TotalRevenue,PaymentMethod,ShipMode,OrderStatus,IsReturned,ReturnReason,CustomerRating,EmployeeID,EmployeeName,Department,ManagerID,EmployeeAge,ExperienceYears,EmployeeSalary,CostRatio
ORD-000163,2021-07-30,2021-08-06,2021-08-08,2021,Q3,7,July,30,Friday,CUST-00120,Dakota Garcia,Non-Profit,East,France,Wholesale,PROD-00219,Food & Beverage,Dairy,1268.89,6,0.2,7613.34,1522.67,6090.67,4080.75,2009.92,33.0,8.27,487.25,6577.92,Bank Transfer,Same Day,Completed,No,,3.0,EMP0039,Mike Campbell,Logistics,EMP0009,22,8,114856.0,0.67
ORD-000164,2021-08-01,2021-08-05,2021-08-06,2021,Q3,8,August,30,Sunday,CUST-00169,Riley Williams,SMB,Central,India,Partner,PROD-00078,Food & Beverage,Frozen,1073.87,9,0.15,9664.83,1449.72,8215.11,4846.91,3368.2,41.0,129.94,657.21,8872.32,Cash,Same Day,Completed,No,,4.7,EMP0018,Rachel Lewis,Sales,EMP0010,36,18,123330.0,0.59
ORD-000165,2021-08-03,2021-08-08,2021-08-10,2021,Q3,8,August,31,Tuesday,CUST-00397,Dakota Moore,Government,North,France,Direct Sales,PROD-00133,Furniture,Living Room,185.13,39,0.05,7220.07,361.0,6859.07,2880.81,3978.26,58.0,88.68,548.73,7407.8,Cash,Economy,Completed,No,,3.3,EMP0003,Carol White,Sales,EMP0002,22,18,131138.0,0.42
ORD-000166,2021-08-05,2021-08-10,2021-08-15,2021,Q3,8,August,31,Thursday,CUST-00076,Casey Davis,SMB,Central,UK,Direct Sales,PROD-00115,Furniture,Living Room,1671.43,31,0.25,51814.33,12953.58,38860.75,26036.7,12824.05,33.0,134.15,3108.86,41969.61,Credit Card,Standard,Returned,Yes,Defective,3.2,EMP0042,Patricia Edwards,IT,EMP0008,32,22,49112.0,0.67
ORD-000167,2021-08-06,2021-08-12,2021-08-18,2021,Q3,8,August,31,Friday,CUST-00306,Casey Smith,SMB,South,Canada,Partner,PROD-00300,Electronics,Tablets,644.96,32,0.05,20638.72,1031.94,19606.78,11764.07,7842.71,40.0,91.56,1568.54,21175.32,Debit Card,Same Day,Completed,No,,2.8,EMP0018,Rachel Lewis,Sales,EMP0010,23,26,129582.0,0.6
ORD-000168,2021-08-07,2021-08-13,2021-08-14,2021,Q3,8,August,31,Saturday,CUST-00002,Jamie Miller,Non-Profit,East,France,Wholesale,PROD-00168,Beauty,Haircare,377.1,41,0.25,15461.1,3865.28,11595.82,7769.2,3826.62,33.0,122.47,927.67,12523.49,Bank Transfer,Same Day,Completed,No,,1.8,EMP0042,Patricia Edwards,IT,EMP0008,22,26,93034.0,0.67
ORD-000169,2021-08-07,2021-08-11,2021-08-15,2021,Q3,8,August,31,Saturday,CUST-00142,Jordan Wilson,Government,North,Australia,Wholesale,PROD-00273,Sports,Winter Sports,86.35,50,0.1,4317.5,431.75,3885.75,2564.6,1321.15,34.0,67.3,310.86,4196.61,Cash,Same Day,Completed,No,,1.0,EMP0031,Ethan Baker,Finance,EMP0003,52,11,136835.0,0.66
ORD-000170,2021-08-08,2021-08-10,2021-08-11,2021,Q3,8,August,31,Sunday,CUST-00075,Jamie Davis,Government,East,USA,Retail Store,PROD-00235,Food & Beverage,Bakery,1183.83,12,0.1,14205.96,1420.6,12785.36,8694.04,4091.32,32.0,113.73,1022.83,13808.19,Bank Transfer,Economy,Completed,No,,2.0,EMP0026,Zoe Lopez,Marketing,EMP0002,37,26,136957.0,0.68
ORD-000171,2021-08-10,2021-08-17,2021-08-23,2021,Q3,8,August,32,Tuesday,CUST-00067,Dakota Garcia,Government,South,Canada,Retail Store,PROD-00103,Beauty,Haircare,1356.74,8,0.0,10853.92,0.0,10853.92,6295.27,4558.65,42.0,137.39,868.31,11722.23,Cash,Standard,Completed,No,,3.0,EMP0003,Carol White,Sales,EMP0002,43,33,37780.0,0.58
ORD-000172,2021-08-10,2021-08-17,2021-08-21,2021,Q3,8,August,32,Tuesday,CUST-00277,Alex Smith,SMB,South,France,Retail Store,PROD-00295,Sports,Team Sports,38.09,8,0.2,304.72,60.94,243.78,109.7,134.08,55.0,87.96,19.5,263.28,Bank Transfer,Same Day,Completed,No,,2.5,EMP0045,Steve Sanchez,Operations,EMP0009,39,32,79029.0,0.45
ORD-000173,2021-08-11,2021-08-12,2021-08-18,2021,Q3,8,August,32,Wednesday,CUST-00129,Jordan Davis,Non-Profit,East,UK,Online,PROD-00182,Sports,Winter Sports,1026.63,50,0.05,51331.5,2566.58,48764.92,30721.9,18043.02,37.0,31.21,3901.19,52666.11,Bank Transfer,Standard,Pending,No,,2.8,EMP0046,Tara Morris,Marketing,EMP0004,38,27,95536.0,0.63
ORD-000174,2021-08-12,2021-08-15,2021-08-19,2021,Q3,8,August,32,Thursday,CUST-00090,Riley Davis,Enterprise,North,UK,Partner,PROD-00296,Sports,Winter Sports,456.86,28,0.0,12792.08,0.0,12792.08,7931.09,4860.99,38.0,43.98,1023.37,13815.45,Cash,Express,Returned,Yes,Changed Mind,4.9,EMP0017,Quinn Rodriguez,Sales,EMP0006,51,30,113011.0,0.62
ORD-000175,2021-08-13,2021-08-18,2021-08-21,2021,Q3,8,August,32,Friday,CUST-00057,Morgan Davis,Government,East,Germany,Wholesale,PROD-00079,Clothing,Formal,1292.12,20,0.0,25842.4,0.0,25842.4,17055.98,8786.42,34.0,33.8,2067.39,27909.79,PayPal,Economy,Completed,No,,2.4,EMP0018,Rachel Lewis,Sales,EMP0010,31,31,67911.0,0.66
ORD-000176,2021-08-17,2021-08-20,2021-08-23,2021,Q3,8,August,33,Tuesday,CUST-00339,Alex Jones,Enterprise,Central,Canada,Online,PROD-00097,Food & Beverage,Snacks,352.86,47,0.1,16584.42,1658.44,14925.98,6865.95,8060.03,54.0,40.79,1194.08,16120.06,Debit Card,Express,Completed,No,,2.8,EMP0041,Oscar Evans,Marketing,EMP0003,56,19,63996.0,0.46
ORD-000177,2021-08-18,2021-08-19,2021-08-21,2021,Q3,8,August,33,Wednesday,CUST-00014,Jamie Garcia,SMB,Central,India,Direct Sales,PROD-00076,Automotive,Accessories,1383.42,7,0.05,9683.94,484.2,9199.74,4323.88,4875.86,53.0,49.43,735.98,9935.72,Debit Card,Express,Completed,No,,1.5,EMP0004,David Brown,IT,EMP0006,42,34,78846.0,0.47
ORD-000178,2021-08-18,2021-08-24,2021-08-26,2021,Q3,8,August,33,Wednesday,CUST-00068,Avery Jones,SMB,Central,Canada,Partner,PROD-00106,Electronics,Tablets,776.54,11,0.1,8541.94,854.19,7687.75,5458.3,2229.45,29.0,85.49,615.02,8302.77,Credit Card,Same Day,Completed,No,,1.2,EMP0037,Kevin Turner,Logistics,EMP0010,37,30,92608.0,0.71
ORD-000179,2021-08-21,2021-08-28,2021-09-01,2021,Q3,8,August,33,Saturday,CUST-00008,Jordan Miller,Consumer,Central,France,Online,PROD-00158,Sports,Water Sports,1873.78,20,0.2,37475.6,7495.12,29980.48,19787.12,10193.36,34.0,90.26,2398.44,32378.92,Debit Card,Economy,Completed,No,,4.1,EMP0002,Bob Smith,Sales,EMP0007,27,30,144382.0,0.66
ORD-000180,2021-08-22,2021-08-27,2021-08-28,2021,Q3,8,August,33,Sunday,CUST-00184,Dakota Garcia,Non-Profit,Central,Canada,Online,PROD-00093,Food & Beverage,Snacks,279.35,16,0.0,4469.6,0.0,4469.6,3218.11,1251.49,28.0,66.84,357.57,4827.17,Cash,Standard,Completed,No,,3.3,EMP0046,Tara Morris,Marketing,EMP0004,24,21,122642.0,0.72
ORD-000181,2021-08-23,2021-08-26,2021-08-31,2021,Q3,8,August,34,Monday,CUST-00122,Casey Miller,Consumer,South,Japan,Direct Sales,PROD-00052,Food & Beverage,Beverages,685.43,4,0.1,2741.72,274.17,2467.55,1653.26,814.29,33.0,94.24,197.4,2664.95,Debit Card,Express,Completed,No,,4.0,EMP0031,Ethan Baker,Finance,EMP0003,42,8,84372.0,0.67
ORD-000182,2021-08-23,2021-08-29,2021-09-03,2021,Q3,8,August,34,Monday,CUST-00302,Quinn Johnson,Enterprise,North,Australia,Online,PROD-00014,Furniture,Bedroom,231.38,6,0.0,1388.28,0.0,1388.28,846.85,541.43,39.0,,111.06,1499.34,Cash,Economy,Completed,No,,1.6,EMP0039,Mike Campbell,Logistics,EMP0009,34,8,41252.0,0.61
ORD-000183,2021-08-23,2021-08-24,2021-08-25,2021,Q3,8,August,34,Monday,CUST-00166,Avery Smith,SMB,North,USA,Online,PROD-00274,Food & Beverage,Snacks,1849.76,22,0.2,40694.72,8138.94,32555.78,20510.14,12045.64,37.0,17.73,2604.46,35160.24,Credit Card,Same Day,Completed,No,,3.3,EMP0041,Oscar Evans,Marketing,EMP0003,39,14,54380.0,0.63
ORD-000184,2021-08-24,2021-08-27,2021-08-28,2021,Q3,8,August,34,Tuesday,CUST-00009,Avery Davis,Government,West,Canada,Retail Store,PROD-00021,Beauty,Personal Care,1755.29,26,0.15,45637.54,6845.63,38791.91,27542.26,11249.65,29.0,29.92,3103.35,41895.26,Cash,Express,Pending,No,,2.0,EMP0030,Diana Adams,HR,EMP0006,45,12,87431.0,0.71
ORD-000185,2021-08-25,2021-09-01,2021-09-04,2021,Q3,8,August,34,Wednesday,CUST-00090,Riley Davis,Government,East,UK,Direct Sales,PROD-00066,Furniture,Living Room,519.59,3,0.05,1558.77,77.94,1480.83,888.5,592.33,40.0,80.12,118.47,1599.3,Bank Transfer,Standard,Completed,No,,1.9,EMP0032,Fiona Nelson,Marketing,EMP0006,48,21,128590.0,0.6
ORD-000186,2021-08-25,2021-08-27,2021-09-01,2021,Q3,8,August,34,Wednesday,CUST-00136,Dakota Williams,Non-Profit,South,India,Direct Sales,PROD-00277,Automotive,Electronics,1321.67,41,0.1,54188.47,5418.85,48769.62,30237.16,18532.46,38.0,36.03,3901.57,52671.19,Cash,Express,Cancelled,No,,1.0,EMP0012,Leo Thomas,IT,EMP0007,25,15,78780.0,0.62
ORD-000187,2021-08-25,2021-08-31,2021-09-04,2021,Q3,8,August,34,Wednesday,CUST-00027,Riley Moore,Enterprise,South,Canada,Direct Sales,PROD-00179,Books,Fiction,1635.36,42,0.0,68685.12,0.0,68685.12,30908.3,37776.82,55.0,46.08,5494.81,74179.93,Cash,Economy,Processing,No,,1.5,EMP0031,Ethan Baker,Finance,EMP0003,43,31,96927.0,0.45
ORD-000188,2021-08-26,2021-08-27,2021-09-02,2021,Q3,8,August,34,Thursday,CUST-00065,Casey Brown,Consumer,East,USA,Partner,PROD-00036,Food & Beverage,Bakery,1112.63,14,0.05,15576.82,778.84,14797.98,8434.85,6363.13,43.0,63.05,1183.84,15981.82,PayPal,Standard,Completed,No,,2.2,EMP0048,Victoria Reed,Logistics,EMP0001,45,1,137558.0,0.57
ORD-000189,2021-08-29,2021-09-01,2021-09-03,2021,Q3,8,August,34,Sunday,CUST-00380,Casey Davis,Enterprise,East,Japan,Direct Sales,PROD-00168,Sports,Team Sports,1061.65,11,0.15,11678.15,1751.72,9926.43,6452.18,3474.25,35.0,122.72,794.11,10720.54,PayPal,Same Day,Completed,No,,1.5,EMP0042,Patricia Edwards,IT,EMP0008,61,25,140087.0,0.65
ORD-000190,2021-08-31,2021-09-07,2021-09-13,2021,Q3,8,August,35,Tuesday,CUST-00216,Taylor Brown,Enterprise,Central,UK,Wholesale,PROD-00162,Automotive,Care Products,487.5,18,0.05,8775.0,438.75,8336.25,4084.76,4251.49,51.0,7.01,666.9,9003.15,Debit Card,Economy,Completed,No,,4.9,EMP0049,William Cook,Operations,EMP0004,31,13,59814.0,0.49
ORD-000191,2021-09-02,2021-09-04,2021-09-07,2021,Q3,9,September,35,Thursday,CUST-00270,Morgan Brown,Non-Profit,South,USA,Partner,PROD-00118,Automotive,Tools,190.74,12,0.0,2288.88,0.0,2288.88,1075.77,1213.11,53.0,99.16,183.11,2471.99,PayPal,Express,Processing,No,,2.2,EMP0035,Ian Perez,Operations,EMP0005,23,33,40013.0,0.47
ORD-000192,2021-09-03,2021-09-05,2021-09-10,2021,Q3,9,September,35,Friday,CUST-00059,Avery Garcia,Consumer,South,USA,Partner,PROD-00107,Books,Non-Fiction,1794.95,23,0.05,41283.85,2064.19,39219.66,20002.03,19217.63,49.0,101.99,3137.57,42357.23,PayPal,Same Day,Processing,No,,1.5,EMP0007,Grace Kim,Marketing,EMP0005,61,7,70122.0,0.51
ORD-000193,2021-09-05,2021-09-06,2021-09-07,2021,Q3,9,September,35,Sunday,CUST-00382,Jamie Miller,Government,East,Canada,Wholesale,PROD-00104,Clothing,Women,1801.33,12,0.15,21615.96,3242.39,18373.57,8819.31,9554.26,52.0,120.81,1469.89,19843.46,Cash,Same Day,Completed,No,,1.8,EMP0003,Carol White,Sales,EMP0002,27,20,115017.0,0.48
ORD-000194,2021-09-05,2021-09-09,2021-09-14,2021,Q3,9,September,35,Sunday,CUST-00033,Alex Garcia,Government,East,UK,Direct Sales,PROD-00156,Clothing,Formal,1268.04,13,0.0,16484.52,0.0,16484.52,7912.57,8571.95,52.0,140.25,1318.76,17803.28,Credit Card,Same Day,Completed,No,,3.4,EMP0024,Xander King,Sales,EMP0002,39,27,144378.0,0.48
ORD-000195,2021-09-05,2021-09-12,2021-09-16,2021,Q3,9,September,35,Sunday,CUST-00244,Casey Garcia,SMB,North,Germany,Wholesale,PROD-00084,Automotive,Tools,681.36,25,0.0,17034.0,0.0,17034.0,9368.7,7665.3,45.0,7.92,1362.72,18396.72,Debit Card,Economy,Returned,Yes,Wrong Item,1.3,EMP0002,Bob Smith,Sales,EMP0007,38,5,43859.0,0.55
ORD-000196,2021-09-06,2021-09-13,2021-09-16,2021,Q3,9,September,36,Monday,CUST-00230,Alex Johnson,Consumer,Central,India,Online,PROD-00218,Sports,Fitness,701.67,45,0.1,31575.15,3157.52,28417.63,20460.69,7956.94,28.0,,2273.41,30691.04,Debit Card,Economy,Completed,No,,4.4,EMP0040,Nancy Parker,Logistics,EMP0004,59,19,38276.0,0.72
ORD-000197,2021-09-06,2021-09-11,2021-09-12,2021,Q3,9,September,36,Monday,CUST-00399,Avery Miller,SMB,West,Japan,Retail Store,PROD-00139,Beauty,Makeup,1453.28,19,0.15,27612.32,4141.85,23470.47,13612.87,9857.6,42.0,133.49,1877.64,25348.11,Credit Card,Same Day,Returned,Yes,Defective,4.8,EMP0046,Tara Morris,Marketing,EMP0004,44,30,136677.0,0.58
ORD-000198,2021-09-12,2021-09-13,2021-09-19,2021,Q3,9,September,36,Sunday,CUST-00186,Taylor Johnson,Non-Profit,Central,Canada,Retail Store,PROD-00120,Books,Children,1794.73,46,0.0,82557.58,0.0,82557.58,38802.06,43755.52,53.0,,6604.61,89162.19,Cash,Same Day,Pending,No,,2.0,EMP0010,Jack Taylor,Sales,EMP0009,51,32,121037.0,0.47
ORD-000199,2021-09-13,2021-09-15,2021-09-19,2021,Q3,9,September,37,Monday,CUST-00263,Jamie Williams,Enterprise,South,Australia,Online,PROD-00112,Books,Non-Fiction,1774.74,36,0.0,63890.64,0.0,63890.64,27472.98,36417.66,57.0,86.87,5111.25,69001.89,Debit Card,Express,Completed,No,,2.8,EMP0046,Tara Morris,Marketing,EMP0004,42,6,149109.0,0.43
ORD-000200,2021-09-15,2021-09-17,2021-09-23,2021,Q3,9,September,37,Wednesday,CUST-00304,Taylor Brown,Government,North,Canada,Retail Store,PROD-00182,Beauty,Skincare,1560.85,45,0.0,70238.25,0.0,70238.25,44952.48,25285.77,36.0,101.14,5619.06,75857.31,PayPal,Standard,Completed,No,,1.1,EMP0048,Victoria Reed,Logistics,EMP0001,31,7,80631.0,0.64
ORD-000201,2021-09-16,2021-09-17,2021-09-19,2021,Q3,9,September,37,Thursday,CUST-00056,Riley Garcia,Enterprise,East,Germany,Online,PROD-00014,Electronics,Phones,1285.85,8,0.0,10286.8,0.0,10286.8,5452.0,4834.8,47.0,103.46,822.94,11109.74,Credit Card,Same Day,Completed,No,,3.6,EMP0012,Leo Thomas,IT,EMP0007,34,8,82846.0,0.53
ORD-000202,2021-09-16,2021-09-20,2021-09-23,2021,Q3,9,September,37,Thursday,CUST-00232,Avery Brown,Enterprise,West,Japan,Online,PROD-00071,Clothing,Kids,172.86,29,0.05,5012.94,250.65,4762.29,3285.98,1476.31,31.0,140.1,380.98,5143.27,Debit Card,Standard,Completed,No,,2.7,EMP0009,Iris Wilson,IT,EMP0008,33,1,54816.0,0.69
ORD-000203,2021-09-16,2021-09-21,2021-09-25,2021,Q3,9,September,37,Thursday,CUST-00258,Quinn Brown,Government,South,India,Retail Store,PROD-00226,Books,Comics,327.45,32,0.1,10478.4,1047.84,9430.56,5941.25,3489.31,37.0,149.56,754.44,10185.0,PayPal,Economy,Completed,No,,2.1,EMP0006,Frank Lee,Marketing,EMP0010,30,16,48322.0,0.63
ORD-000204,2021-09-17,2021-09-20,2021-09-24,2021,Q3,9,September,37,Friday,CUST-00114,Taylor Williams,Government,West,Australia,Online,PROD-00064,Beauty,Skincare,1797.62,44,0.1,79095.28,7909.53,71185.75,48406.31,22779.44,32.0,109.42,5694.86,76880.61,Debit Card,Economy,Returned,Yes,,1.8,EMP0027,Aaron Hill,IT,EMP0007,25,16,101553.0,0.68
ORD-000205,2021-09-18,2021-09-19,2021-09-25,2021,Q3,9,September,37,Saturday,CUST-00315,Taylor Moore,Consumer,Central,Canada,Retail Store,PROD-00193,Clothing,Formal,1214.83,18,0.1,21866.94,2186.69,19680.25,9840.12,9840.13,50.0,46.65,1574.42,21254.67,PayPal,Same Day,Pending,No,,3.6,EMP0008,Henry Davis,Marketing,EMP0001,60,34,76893.0,0.5
ORD-000206,2021-09-19,2021-09-24,2021-09-25,2021,Q3,9,September,37,Sunday,CUST-00023,Morgan Moore,Government,North,USA,Direct Sales,PROD-00014,Automotive,Tools,23.35,6,0.0,140.1,0.0,140.1,89.66,50.44,36.0,132.56,11.21,151.31,Credit Card,Same Day,Pending,No,,2.7,EMP0004,David Brown,IT,EMP0006,45,29,44236.0,0.64
ORD-000207,2021-09-19,2021-09-26,2021-09-28,2021,Q3,9,September,37,Sunday,CUST-00373,Dakota Garcia,SMB,Central,Canada,Retail Store,PROD-00228,Furniture,Outdoor,207.44,18,0.15,3733.92,560.09,3173.83,1555.18,1618.65,51.0,12.14,253.91,3427.74,Debit Card,Standard,Completed,No,,1.7,EMP0029,Chris Green,IT,EMP0008,55,5,137004.0,0.49
ORD-000208,2021-09-20,2021-09-25,2021-10-01,2021,Q3,9,September,38,Monday,CUST-00338,Jordan Johnson,Government,East,Japan,Retail Store,PROD-00107,Automotive,Care Products,1328.69,19,0.05,25245.11,1262.26,23982.85,17507.48,6475.37,27.0,38.51,1918.63,25901.48,Debit Card,Standard,Cancelled,No,,3.8,EMP0041,Oscar Evans,Marketing,EMP0003,60,3,57811.0,0.73
ORD-000209,2021-09-25,2021-10-01,2021-10-05,2021,Q3,9,September,38,Saturday,CUST-00267,Avery Smith,Enterprise,North,UK,Direct Sales,PROD-00195,Furniture,Kitchen,15.1,22,0.25,332.2,83.05,249.15,154.47,94.68,38.0,135.12,19.93,269.08,Cash,Economy,Completed,No,,3.3,EMP0046,Tara Morris,Marketing,EMP0004,26,34,121087.0,0.62
ORD-000210,2021-09-26,2021-09-28,2021-10-01,2021,Q3,9,September,38,Sunday,CUST-00155,Alex Davis,Enterprise,Central,Germany,Partner,PROD-00026,Books,Education,325.81,37,0.1,12054.97,1205.5,10849.47,5533.23,5316.24,49.0,42.15,867.96,11717.43,Credit Card,Express,Completed,No,,4.4,EMP0004,David Brown,IT,EMP0006,36,8,67456.0,0.51
ORD-000211,2021-09-26,2021-09-29,2021-10-03,2021,Q3,9,September,38,Sunday,CUST-00235,Alex Brown,Consumer,West,France,Retail Store,PROD-00229,Sports,Fitness,1099.72,32,0.0,35191.04,0.0,35191.04,17243.61,17947.43,51.0,36.99,2815.28,38006.32,Credit Card,Economy,Completed,No,,1.5,EMP0021,Uma Allen,Marketing,EMP0001,25,5,128484.0,0.49
ORD-000212,2021-09-28,2021-09-29,2021-10-04,2021,Q3,9,September,39,Tuesday,CUST-00330,Morgan Moore,Enterprise,North,India,Online,PROD-00225,Beauty,Makeup,1385.33,41,0.1,56798.53,5679.85,51118.68,24025.78,27092.9,53.0,25.03,4089.49,55208.17,PayPal,Express,Completed,No,,4.1,EMP0007,Grace Kim,Marketing,EMP0005,60,12,48616.0,0.47
ORD-000213,2021-09-29,2021-10-01,2021-10-04,2021,Q3,9,September,39,Wednesday,CUST-00016,Morgan Brown,SMB,North,USA,Wholesale,PROD-00205,Sports,Winter Sports,1305.66,3,0.0,3916.98,0.0,3916.98,2506.87,1410.11,36.0,129.57,313.36,4230.34,Cash,Same Day,Pending,No,,3.7,EMP0035,Ian Perez,Operations,EMP0005,29,21,121948.0,0.64
ORD-000214,2021-10-01,2021-10-07,2021-10-10,2021,Q4,10,October,39,Friday,CUST-00032,Casey Davis,Consumer,East,Australia,Direct Sales,PROD-00102,Beauty,Haircare,452.42,28,0.1,12667.76,1266.78,11400.98,5472.47,5928.51,52.0,77.51,912.08,12313.06,PayPal,Express,Completed,No,,1.5,EMP0018,Rachel Lewis,Sales,EMP0010,45,27,46284.0,0.48
ORD-000215,2021-10-03,2021-10-09,2021-10-13,2021,Q4,10,October,39,Sunday,CUST-00246,Dakota Johnson,Government,East,Australia,Retail Store,PROD-00106,Food & Beverage,Snacks,1425.8,10,0.0,14258.0,0.0,14258.0,8697.38,5560.62,39.0,102.86,1140.64,15398.64,PayPal,Same Day,Completed,No,,3.8,EMP0013,Mia Jackson,HR,EMP0002,49,29,86395.0,0.61
ORD-000216,2021-10-05,2021-10-07,2021-10-08,2021,Q4,10,October,40,Tuesday,CUST-00206,Alex Wilson,Government,West,UK,Direct Sales,PROD-00195,Books,Comics,478.31,35,0.0,16740.85,0.0,16740.85,8203.02,8537.83,51.0,39.66,1339.27,18080.12,Credit Card,Economy,Completed,No,,2.8,EMP0042,Patricia Edwards,IT,EMP0008,48,1,119411.0,0.49
ORD-000217,2021-10-07,2021-10-11,2021-10-14,2021,Q4,10,October,40,Thursday,CUST-00219,Avery Miller,Government,West,UK,Direct Sales,PROD-00064,Beauty,Skincare,654.17,29,0.2,18970.93,3794.19,15176.74,9561.35,5615.39,37.0,114.92,1214.14,16390.88,Cash,Same Day,Completed,No,,4.8,EMP0040,Nancy Parker,Logistics,EMP0004,22,7,54920.0,0.63
ORD-000218,2021-10-11,2021-10-16,2021-10-21,2021,Q4,10,October,41,Monday,CUST-00352,Casey Miller,Enterprise,North,France,Online,PROD-00048,Electronics,Accessories,1494.25,15,0.0,22413.75,0.0,22413.75,15465.49,6948.26,31.0,115.2,1793.1,24206.85,PayPal,Standard,Completed,No,,1.6,EMP0048,Victoria Reed,Logistics,EMP0001,55,8,67851.0,0.69
ORD-000219,2021-10-11,2021-10-12,2021-10-18,2021,Q4,10,October,41,Monday,CUST-00056,Riley Garcia,Enterprise,South,Australia,Online,PROD-00090,Electronics,Phones,1301.02,33,0.15,42933.66,6440.05,36493.61,24450.72,12042.89,33.0,50.33,2919.49,39413.1,Debit Card,Same Day,Completed,No,,3.6,EMP0002,Bob Smith,Sales,EMP0007,38,0,134448.0,0.67
ORD-000220,2021-10-13,2021-10-14,2021-10-15,2021,Q4,10,October,41,Wednesday,CUST-00252,Alex Jones,Non-Profit,Central,Japan,Retail Store,PROD-00260,Clothing,Sportswear,1699.2,7,0.0,11894.4,0.0,11894.4,7969.25,3925.15,33.0,64.55,951.55,12845.95,Bank Transfer,Standard,Completed,No,,2.5,EMP0022,Victor Young,HR,EMP0004,58,12,136789.0,0.67
ORD-000221,2021-10-15,2021-10-16,2021-10-17,2021,Q4,10,October,41,Friday,CUST-00365,Casey Brown,SMB,North,Australia,Retail Store,PROD-00297,Books,Comics,1316.94,12,0.1,15803.28,1580.33,14222.95,6684.79,7538.16,53.0,35.41,1137.84,15360.79,Cash,Economy,Completed,No,,4.8,EMP0044,Rose Stewart,Operations,EMP0005,59,14,40168.0,0.47
ORD-000222,2021-10-19,2021-10-21,2021-10-22,2021,Q4,10,October,42,Tuesday,CUST-00228,Casey Miller,Government,West,Germany,Direct Sales,PROD-00265,Electronics,Accessories,1138.78,49,0.1,55800.22,5580.02,50220.2,21594.69,28625.51,57.0,146.6,4017.62,54237.82,PayPal,Standard,Returned,Yes,,2.3,EMP0021,Uma Allen,Marketing,EMP0001,47,31,54330.0,0.43
ORD-000223,2021-10-20,2021-10-27,2021-10-30,2021,Q4,10,October,42,Wednesday,CUST-00038,Casey Moore,SMB,North,USA,Direct Sales,PROD-00063,Clothing,Sportswear,191.88,30,0.05,5756.4,287.82,5468.58,3499.89,1968.69,36.0,98.61,437.49,5906.07,PayPal,Express,Completed,No,,4.8,EMP0046,Tara Morris,Marketing,EMP0004,45,33,48509.0,0.64
ORD-000224,2021-10-21,2021-10-25,2021-10-26,2021,Q4,10,October,42,Thursday,CUST-00042,Avery Moore,Government,East,Australia,Direct Sales,PROD-00084,Food & Beverage,Beverages,738.59,21,0.0,15510.39,0.0,15510.39,8220.51,7289.88,47.0,140.51,1240.83,16751.22,Credit Card,Same Day,Completed,No,,4.6,EMP0011,Karen Anderson,IT,EMP0002,60,30,55665.0,0.53
ORD-000225,2021-10-23,2021-10-26,2021-10-30,2021,Q4,10,October,42,Saturday,CUST-00165,Jamie Johnson,Consumer,Central,UK,Online,PROD-00108,Books,Education,534.08,31,0.0,16556.48,0.0,16556.48,9106.06,7450.42,45.0,48.99,1324.52,17881.0,Credit Card,Standard,Completed,No,,2.1,EMP0038,Laura Phillips,Sales,EMP0003,42,13,146572.0,0.55
ORD-000226,2021-10-24,2021-10-30,2021-10-31,2021,Q4,10,October,42,Sunday,CUST-00312,Morgan Miller,SMB,North,Canada,Direct Sales,PROD-00062,Books,Non-Fiction,491.76,24,0.0,11802.24,0.0,11802.24,4838.92,6963.32,59.0,118.37,944.18,12746.42,PayPal,Standard,Completed,No,,4.2,EMP0047,Umar Rogers,Marketing,EMP0006,51,13,98440.0,0.41
ORD-000227,2021-10-26,2021-10-28,2021-11-02,2021,Q4,10,October,43,Tuesday,CUST-00076,Casey Davis,SMB,East,Japan,Partner,PROD-00251,Electronics,Phones,1946.16,20,0.0,38923.2,0.0,38923.2,19072.37,19850.83,51.0,116.05,3113.86,42037.06,Debit Card,Economy,Completed,No,,5.0,EMP0024,Xander King,Sales,EMP0002,34,28,88833.0,0.49
ORD-000228,2021-10-29,2021-11-05,2021-11-07,2021,Q4,10,October,43,Friday,CUST-00034,Jamie Johnson,Enterprise,Central,Japan,Retail Store,PROD-00184,Automotive,Tools,789.23,37,0.1,29201.51,2920.15,26281.36,10775.36,15506.0,59.0,105.29,2102.51,28383.87,PayPal,Same Day,Completed,No,,2.0,EMP0034,Hannah Mitchell,HR,EMP0004,58,18,148214.0,0.41
ORD-000229,2021-10-30,2021-11-02,2021-11-07,2021,Q4,10,October,43,Saturday,CUST-00065,Casey Brown,Non-Profit,Central,Canada,Retail Store,PROD-00163,Furniture,Office,1784.63,4,0.2,7138.52,1427.7,5710.82,4054.68,1656.14,29.0,145.02,456.87,6167.69,Debit Card,Standard,Pending,No,,2.7,EMP0001,Alice Johnson,IT,EMP0002,24,26,99050.0,0.71
